task_a_id,task_b_id,task_a_subject,task_b_subject,order,choice,raw_response,success,error,response_time,api_call_id,timestamp,winner_id,winner_subject
18,15,high_school_biology,elementary_mathematics,BA,B,B,True,,0.37482500076293945,17,2025-07-19T23:28:22.760373,15,elementary_mathematics
12,14,conceptual_physics,electrical_engineering,AB,A,A,True,,0.22427916526794434,18,2025-07-19T23:28:22.984702,12,conceptual_physics
12,1,conceptual_physics,anatomy,BA,A,A,True,,0.22792887687683105,19,2025-07-19T23:28:23.212673,12,conceptual_physics
7,2,college_computer_science,astronomy,BA,A,A,True,,0.1999647617340088,20,2025-07-19T23:28:23.412685,7,college_computer_science
12,9,conceptual_physics,college_medicine,BA,A,A,True,,0.3142726421356201,21,2025-07-19T23:28:23.727002,12,conceptual_physics
9,13,college_medicine,econometrics,AB,A,A,True,,0.25675249099731445,22,2025-07-19T23:28:23.983791,9,college_medicine
16,14,formal_logic,electrical_engineering,BA,A,A,True,,0.29033589363098145,23,2025-07-19T23:28:24.274170,16,formal_logic
12,13,conceptual_physics,econometrics,AB,A,A,True,,0.23511362075805664,24,2025-07-19T23:28:24.509333,12,conceptual_physics
12,18,conceptual_physics,high_school_biology,AB,A,A,True,,0.20232057571411133,25,2025-07-19T23:28:24.711693,12,conceptual_physics
4,0,clinical_knowledge,abstract_algebra,BA,A,A,True,,0.3075416088104248,26,2025-07-19T23:28:25.019282,4,clinical_knowledge
4,2,clinical_knowledge,astronomy,BA,B,B,True,,0.29419970512390137,27,2025-07-19T23:28:25.313515,2,astronomy
19,17,high_school_chemistry,global_facts,BA,A,A,True,,0.26486921310424805,28,2025-07-19T23:28:25.578420,19,high_school_chemistry
19,0,high_school_chemistry,abstract_algebra,BA,B,B,True,,0.2312464714050293,29,2025-07-19T23:28:25.809706,0,abstract_algebra
17,3,global_facts,business_ethics,BA,A,A,True,,0.22522330284118652,30,2025-07-19T23:28:26.034972,17,global_facts
13,12,econometrics,conceptual_physics,BA,A,A,True,,0.2674384117126465,31,2025-07-19T23:28:26.302443,13,econometrics
7,13,college_computer_science,econometrics,AB,A,A,True,,0.25170421600341797,32,2025-07-19T23:28:26.554174,7,college_computer_science
6,8,college_chemistry,college_mathematics,AB,A,A,True,,0.2789485454559326,33,2025-07-19T23:28:26.833157,6,college_chemistry
17,16,global_facts,formal_logic,BA,A,A,True,,0.2494361400604248,34,2025-07-19T23:28:27.082630,17,global_facts
10,12,college_physics,conceptual_physics,AB,B,B,True,,0.2460629940032959,35,2025-07-19T23:28:27.328730,12,conceptual_physics
4,14,clinical_knowledge,electrical_engineering,AB,A,A,True,,0.22796320915222168,36,2025-07-19T23:28:27.556727,4,clinical_knowledge
9,10,college_medicine,college_physics,AB,A,A,True,,0.25365352630615234,37,2025-07-19T23:28:27.810420,9,college_medicine
3,14,business_ethics,electrical_engineering,AB,B,B,True,,0.23618435859680176,38,2025-07-19T23:28:28.046646,14,electrical_engineering
8,10,college_mathematics,college_physics,AB,A,A,True,,0.31664395332336426,39,2025-07-19T23:28:28.363331,8,college_mathematics
3,16,business_ethics,formal_logic,AB,B,B,True,,0.2295827865600586,40,2025-07-19T23:28:28.592961,16,formal_logic
17,15,global_facts,elementary_mathematics,BA,A,A,True,,0.23728013038635254,41,2025-07-19T23:28:28.830286,17,global_facts
5,4,college_biology,clinical_knowledge,BA,A,A,True,,0.426438570022583,42,2025-07-19T23:28:29.256768,5,college_biology
17,14,global_facts,electrical_engineering,BA,A,A,True,,0.2769157886505127,43,2025-07-19T23:28:29.533725,17,global_facts
8,9,college_mathematics,college_medicine,AB,A,A,True,,0.22393226623535156,44,2025-07-19T23:28:29.757692,8,college_mathematics
13,3,econometrics,business_ethics,BA,A,A,True,,0.29496288299560547,45,2025-07-19T23:28:30.052691,13,econometrics
16,13,formal_logic,econometrics,BA,A,A,True,,0.3418281078338623,46,2025-07-19T23:28:30.394554,16,formal_logic
1,13,anatomy,econometrics,AB,A,A,True,,0.2562882900238037,47,2025-07-19T23:28:30.650880,1,anatomy
13,14,econometrics,electrical_engineering,AB,A,A,True,,0.25241851806640625,48,2025-07-19T23:28:30.903329,13,econometrics
19,18,high_school_chemistry,high_school_biology,BA,B,B,True,,0.2119309902191162,49,2025-07-19T23:28:31.115295,18,high_school_biology
2,0,astronomy,abstract_algebra,BA,B,B,True,,0.23049569129943848,50,2025-07-19T23:28:31.345825,0,abstract_algebra
3,12,business_ethics,conceptual_physics,AB,B,B,True,,0.31195974349975586,51,2025-07-19T23:28:31.657816,12,conceptual_physics
12,11,conceptual_physics,computer_security,BA,A,A,True,,0.4577505588531494,52,2025-07-19T23:28:32.115596,12,conceptual_physics
16,15,formal_logic,elementary_mathematics,BA,A,A,True,,0.25028014183044434,53,2025-07-19T23:28:32.365925,16,formal_logic
19,14,high_school_chemistry,electrical_engineering,BA,A,A,True,,0.2366485595703125,54,2025-07-19T23:28:32.602606,19,high_school_chemistry
16,18,formal_logic,high_school_biology,AB,A,A,True,,0.23267579078674316,55,2025-07-19T23:28:32.835315,16,formal_logic
1,5,anatomy,college_biology,AB,A,A,True,,0.2936060428619385,56,2025-07-19T23:28:33.128954,1,anatomy
17,8,global_facts,college_mathematics,BA,A,A,True,,0.20676374435424805,57,2025-07-19T23:28:33.335758,17,global_facts
4,8,clinical_knowledge,college_mathematics,AB,A,A,True,,0.2088463306427002,58,2025-07-19T23:28:33.544638,4,clinical_knowledge
8,2,college_mathematics,astronomy,BA,B,B,True,,0.2628910541534424,59,2025-07-19T23:28:33.807566,2,astronomy
1,0,anatomy,abstract_algebra,BA,A,A,True,,0.25187015533447266,60,2025-07-19T23:28:34.059485,1,anatomy
11,1,computer_security,anatomy,BA,A,A,True,,0.2236795425415039,61,2025-07-19T23:28:34.283219,11,computer_security
1,2,anatomy,astronomy,AB,A,A,True,,0.22904133796691895,62,2025-07-19T23:28:34.512303,1,anatomy
0,11,abstract_algebra,computer_security,AB,A,A,True,,0.2737252712249756,63,2025-07-19T23:28:34.786069,0,abstract_algebra
9,7,college_medicine,college_computer_science,BA,A,A,True,,0.26084184646606445,64,2025-07-19T23:28:35.046948,9,college_medicine
5,3,college_biology,business_ethics,BA,A,A,True,,0.24977827072143555,65,2025-07-19T23:28:35.296758,5,college_biology
15,14,elementary_mathematics,electrical_engineering,BA,A,A,True,,0.33077073097229004,66,2025-07-19T23:28:35.627563,15,elementary_mathematics
19,11,high_school_chemistry,computer_security,BA,A,A,True,,0.4793407917022705,67,2025-07-19T23:28:36.106948,19,high_school_chemistry
18,1,high_school_biology,anatomy,BA,B,B,True,,0.24120688438415527,68,2025-07-19T23:28:36.348196,1,anatomy
14,12,electrical_engineering,conceptual_physics,BA,A,A,True,,0.28392934799194336,69,2025-07-19T23:28:36.632161,14,electrical_engineering
11,2,computer_security,astronomy,BA,A,A,True,,0.3547248840332031,70,2025-07-19T23:28:36.986934,11,computer_security
1,7,anatomy,college_computer_science,AB,A,A,True,,0.24748778343200684,71,2025-07-19T23:28:37.234470,1,anatomy
0,14,abstract_algebra,electrical_engineering,AB,A,A,True,,0.30602073669433594,72,2025-07-19T23:28:37.540526,0,abstract_algebra
8,6,college_mathematics,college_chemistry,BA,A,A,True,,0.2052772045135498,73,2025-07-19T23:28:37.745835,8,college_mathematics
13,15,econometrics,elementary_mathematics,AB,A,A,True,,0.258068323135376,74,2025-07-19T23:28:38.003935,13,econometrics
14,7,electrical_engineering,college_computer_science,BA,B,B,True,,0.27666378021240234,75,2025-07-19T23:28:38.280632,7,college_computer_science
13,2,econometrics,astronomy,BA,A,A,True,,0.6493518352508545,76,2025-07-19T23:28:38.930019,13,econometrics
6,5,college_chemistry,college_biology,BA,A,A,True,,0.2804422378540039,77,2025-07-19T23:28:39.210509,6,college_chemistry
17,19,global_facts,high_school_chemistry,AB,A,A,True,,0.24748444557189941,78,2025-07-19T23:28:39.458042,17,global_facts
15,16,elementary_mathematics,formal_logic,AB,A,A,True,,0.2366962432861328,79,2025-07-19T23:28:39.694787,15,elementary_mathematics
12,6,conceptual_physics,college_chemistry,BA,A,A,True,,0.25238919258117676,80,2025-07-19T23:28:39.947227,12,conceptual_physics
13,4,econometrics,clinical_knowledge,BA,A,A,True,,0.2497115135192871,81,2025-07-19T23:28:40.196983,13,econometrics
19,12,high_school_chemistry,conceptual_physics,BA,B,B,True,,0.2906150817871094,82,2025-07-19T23:28:40.487631,12,conceptual_physics
2,3,astronomy,business_ethics,AB,A,A,True,,0.2547268867492676,83,2025-07-19T23:28:40.742395,2,astronomy
10,1,college_physics,anatomy,BA,A,A,True,,0.2502744197845459,84,2025-07-19T23:28:40.992713,10,college_physics
4,16,clinical_knowledge,formal_logic,AB,A,A,True,,0.1966547966003418,85,2025-07-19T23:28:41.189417,4,clinical_knowledge
2,4,astronomy,clinical_knowledge,AB,B,B,True,,0.20951223373413086,86,2025-07-19T23:28:41.398979,4,clinical_knowledge
18,19,high_school_biology,high_school_chemistry,AB,A,A,True,,0.23976778984069824,87,2025-07-19T23:28:41.638797,18,high_school_biology
6,9,college_chemistry,college_medicine,AB,A,A,True,,0.2557554244995117,88,2025-07-19T23:28:41.894600,6,college_chemistry
3,1,business_ethics,anatomy,BA,B,B,True,,0.24377131462097168,89,2025-07-19T23:28:42.138416,1,anatomy
7,9,college_computer_science,college_medicine,AB,A,A,True,,0.2575075626373291,90,2025-07-19T23:28:42.395972,7,college_computer_science
13,18,econometrics,high_school_biology,AB,A,A,True,,0.3395068645477295,91,2025-07-19T23:28:42.735522,13,econometrics
11,13,computer_security,econometrics,AB,A,A,True,,0.27448606491088867,92,2025-07-19T23:28:43.010041,11,computer_security
3,5,business_ethics,college_biology,AB,B,B,True,,0.46776342391967773,93,2025-07-19T23:28:43.477841,5,college_biology
0,17,abstract_algebra,global_facts,AB,A,A,True,,0.3115057945251465,94,2025-07-19T23:28:43.789397,0,abstract_algebra
15,17,elementary_mathematics,global_facts,AB,A,A,True,,0.27089500427246094,95,2025-07-19T23:28:44.060341,15,elementary_mathematics
11,10,computer_security,college_physics,BA,A,A,True,,0.24563193321228027,96,2025-07-19T23:28:44.306026,11,computer_security
10,17,college_physics,global_facts,AB,A,A,True,,0.29999279975891113,97,2025-07-19T23:28:44.606067,10,college_physics
4,13,clinical_knowledge,econometrics,AB,B,B,True,,0.3110227584838867,98,2025-07-19T23:28:44.917135,13,econometrics
18,16,high_school_biology,formal_logic,BA,B,B,True,,0.36576104164123535,99,2025-07-19T23:28:45.282944,16,formal_logic
12,4,conceptual_physics,clinical_knowledge,BA,A,A,True,,0.2899668216705322,100,2025-07-19T23:28:45.572941,12,conceptual_physics
18,17,high_school_biology,global_facts,BA,A,A,True,,0.39475107192993164,101,2025-07-19T23:28:45.967731,18,high_school_biology
15,2,elementary_mathematics,astronomy,BA,A,A,True,,0.2289416790008545,102,2025-07-19T23:28:46.196720,15,elementary_mathematics
8,19,college_mathematics,high_school_chemistry,AB,A,A,True,,0.29913997650146484,103,2025-07-19T23:28:46.495901,8,college_mathematics
13,11,econometrics,computer_security,BA,A,A,True,,0.26960277557373047,104,2025-07-19T23:28:46.765553,13,econometrics
6,4,college_chemistry,clinical_knowledge,BA,A,A,True,,0.2622213363647461,105,2025-07-19T23:28:47.027814,6,college_chemistry
7,6,college_computer_science,college_chemistry,BA,A,A,True,,0.31230759620666504,106,2025-07-19T23:28:47.340160,7,college_computer_science
9,0,college_medicine,abstract_algebra,BA,A,A,True,,0.32245326042175293,107,2025-07-19T23:28:47.662658,9,college_medicine
4,19,clinical_knowledge,high_school_chemistry,AB,A,A,True,,0.24368619918823242,108,2025-07-19T23:28:47.906385,4,clinical_knowledge
7,19,college_computer_science,high_school_chemistry,AB,A,A,True,,0.7751317024230957,109,2025-07-19T23:28:48.681559,7,college_computer_science
5,8,college_biology,college_mathematics,AB,A,A,True,,0.26515865325927734,110,2025-07-19T23:28:48.946767,5,college_biology
9,11,college_medicine,computer_security,AB,A,A,True,,0.25290560722351074,111,2025-07-19T23:28:49.199722,9,college_medicine
16,12,formal_logic,conceptual_physics,BA,A,A,True,,0.28580784797668457,112,2025-07-19T23:28:49.485580,16,formal_logic
4,1,clinical_knowledge,anatomy,BA,A,A,True,,0.41006970405578613,113,2025-07-19T23:28:49.895694,4,clinical_knowledge
4,3,clinical_knowledge,business_ethics,BA,A,A,True,,0.2924807071685791,114,2025-07-19T23:28:50.188212,4,clinical_knowledge
6,15,college_chemistry,elementary_mathematics,AB,B,B,True,,0.33655619621276855,115,2025-07-19T23:28:50.524814,15,elementary_mathematics
5,7,college_biology,college_computer_science,AB,A,A,True,,0.24641680717468262,116,2025-07-19T23:28:50.771264,5,college_biology
13,5,econometrics,college_biology,BA,A,A,True,,0.26865172386169434,117,2025-07-19T23:28:51.039951,13,econometrics
16,3,formal_logic,business_ethics,BA,A,A,True,,0.23062539100646973,118,2025-07-19T23:28:51.270618,16,formal_logic
9,8,college_medicine,college_mathematics,BA,A,A,True,,0.1894834041595459,119,2025-07-19T23:28:51.460154,9,college_medicine
11,3,computer_security,business_ethics,BA,A,A,True,,0.28167200088500977,120,2025-07-19T23:28:51.741879,11,computer_security
14,0,electrical_engineering,abstract_algebra,BA,B,B,True,,0.24702119827270508,121,2025-07-19T23:28:51.988953,0,abstract_algebra
4,12,clinical_knowledge,conceptual_physics,AB,A,A,True,,0.27542996406555176,122,2025-07-19T23:28:52.264432,4,clinical_knowledge
0,1,abstract_algebra,anatomy,AB,A,A,True,,0.25501418113708496,123,2025-07-19T23:28:52.519495,0,abstract_algebra
14,16,electrical_engineering,formal_logic,AB,B,B,True,,0.36238884925842285,124,2025-07-19T23:28:52.881926,16,formal_logic
5,6,college_biology,college_chemistry,AB,A,A,True,,0.23074984550476074,125,2025-07-19T23:28:53.112709,5,college_biology
15,13,elementary_mathematics,econometrics,BA,A,A,True,,0.19316744804382324,126,2025-07-19T23:28:53.305910,15,elementary_mathematics
10,9,college_physics,college_medicine,BA,A,A,True,,0.20378947257995605,127,2025-07-19T23:28:53.509737,10,college_physics
15,10,elementary_mathematics,college_physics,BA,A,A,True,,0.3002612590789795,128,2025-07-19T23:28:53.810047,15,elementary_mathematics
12,2,conceptual_physics,astronomy,BA,B,B,True,,0.26680588722229004,129,2025-07-19T23:28:54.076896,2,astronomy
17,18,global_facts,high_school_biology,AB,A,A,True,,0.2289729118347168,130,2025-07-19T23:28:54.305920,17,global_facts
8,7,college_mathematics,college_computer_science,BA,A,A,True,,0.24565815925598145,131,2025-07-19T23:28:54.551628,8,college_mathematics
0,2,abstract_algebra,astronomy,AB,A,A,True,,0.2577650547027588,132,2025-07-19T23:28:54.809438,0,abstract_algebra
16,17,formal_logic,global_facts,AB,A,A,True,,0.20443415641784668,133,2025-07-19T23:28:55.013915,16,formal_logic
16,6,formal_logic,college_chemistry,BA,A,A,True,,0.20156216621398926,134,2025-07-19T23:28:55.215528,16,formal_logic
13,6,econometrics,college_chemistry,BA,A,A,True,,0.2535512447357178,135,2025-07-19T23:28:55.469124,13,econometrics
6,10,college_chemistry,college_physics,AB,A,A,True,,0.31731700897216797,136,2025-07-19T23:28:55.786481,6,college_chemistry
4,5,clinical_knowledge,college_biology,AB,A,A,True,,0.30161070823669434,137,2025-07-19T23:28:56.088128,4,clinical_knowledge
14,6,electrical_engineering,college_chemistry,BA,B,B,True,,0.25145792961120605,138,2025-07-19T23:28:56.339631,6,college_chemistry
10,11,college_physics,computer_security,AB,A,A,True,,0.26758241653442383,139,2025-07-19T23:28:56.607262,10,college_physics
11,9,computer_security,college_medicine,BA,A,A,True,,0.2512052059173584,140,2025-07-19T23:28:56.858517,11,computer_security
7,8,college_computer_science,college_mathematics,AB,A,A,True,,0.21912503242492676,141,2025-07-19T23:28:57.077690,7,college_computer_science
3,4,business_ethics,clinical_knowledge,AB,B,B,True,,0.29856181144714355,142,2025-07-19T23:28:57.376291,4,clinical_knowledge
7,5,college_computer_science,college_biology,BA,A,A,True,,0.2617058753967285,143,2025-07-19T23:28:57.638044,7,college_computer_science
7,4,college_computer_science,clinical_knowledge,BA,A,A,True,,0.26923370361328125,144,2025-07-19T23:28:57.907310,7,college_computer_science
5,16,college_biology,formal_logic,AB,A,A,True,,0.26623106002807617,145,2025-07-19T23:28:58.173571,5,college_biology
10,8,college_physics,college_mathematics,BA,A,A,True,,0.419588565826416,146,2025-07-19T23:28:58.593196,10,college_physics
14,15,electrical_engineering,elementary_mathematics,AB,B,B,True,,0.274644136428833,147,2025-07-19T23:28:58.867890,15,elementary_mathematics
5,19,college_biology,high_school_chemistry,AB,A,A,True,,0.3440709114074707,148,2025-07-19T23:28:59.212005,5,college_biology
11,19,computer_security,high_school_chemistry,AB,A,A,True,,0.24984335899353027,149,2025-07-19T23:28:59.461897,11,computer_security
12,8,conceptual_physics,college_mathematics,BA,A,A,True,,0.19954466819763184,150,2025-07-19T23:28:59.661491,12,conceptual_physics
