task_a_id,task_b_id,task_a_subject,task_b_subject,order,choice,raw_response,success,error,response_time,api_call_id,timestamp,winner_id,winner_subject
14,16,electrical_engineering,formal_logic,AB,B,B,True,,0.2977921962738037,87,2025-07-20T00:26:59.365175,16,formal_logic
16,14,formal_logic,electrical_engineering,BA,A,A,True,,0.3130531311035156,88,2025-07-20T00:26:59.678263,16,formal_logic
14,17,electrical_engineering,global_facts,AB,A,A,True,,0.2961850166320801,89,2025-07-20T00:26:59.974481,14,electrical_engineering
17,14,global_facts,electrical_engineering,BA,A,A,True,,0.25928497314453125,90,2025-07-20T00:27:00.233800,17,global_facts
15,16,elementary_mathematics,formal_logic,AB,A,A,True,,0.25708746910095215,91,2025-07-20T00:27:00.490924,15,elementary_mathematics
16,15,formal_logic,elementary_mathematics,BA,A,A,True,,0.3190739154815674,92,2025-07-20T00:27:00.810031,16,formal_logic
15,17,elementary_mathematics,global_facts,AB,A,A,True,,0.34632349014282227,93,2025-07-20T00:27:01.156395,15,elementary_mathematics
17,15,global_facts,elementary_mathematics,BA,A,A,True,,0.24321365356445312,94,2025-07-20T00:27:01.399646,17,global_facts
15,18,elementary_mathematics,high_school_biology,AB,A,A,True,,0.2994046211242676,95,2025-07-20T00:27:01.699081,15,elementary_mathematics
18,15,high_school_biology,elementary_mathematics,BA,B,B,True,,0.32099056243896484,96,2025-07-20T00:27:02.020105,15,elementary_mathematics
16,17,formal_logic,global_facts,AB,A,A,True,,0.2045741081237793,97,2025-07-20T00:27:02.224726,16,formal_logic
17,16,global_facts,formal_logic,BA,A,A,True,,0.2830076217651367,98,2025-07-20T00:27:02.507773,17,global_facts
16,18,formal_logic,high_school_biology,AB,A,A,True,,0.21419048309326172,99,2025-07-20T00:27:02.722011,16,formal_logic
18,16,high_school_biology,formal_logic,BA,B,B,True,,0.2669374942779541,100,2025-07-20T00:27:02.988986,16,formal_logic
16,19,formal_logic,high_school_chemistry,AB,A,A,True,,0.25664448738098145,101,2025-07-20T00:27:03.245706,16,formal_logic
19,16,high_school_chemistry,formal_logic,BA,B,B,True,,0.25107455253601074,102,2025-07-20T00:27:03.496818,16,formal_logic
17,18,global_facts,high_school_biology,AB,A,A,True,,0.2837498188018799,103,2025-07-20T00:27:03.780618,17,global_facts
18,17,high_school_biology,global_facts,BA,B,B,True,,0.44687557220458984,104,2025-07-20T00:27:04.227532,17,global_facts
17,19,global_facts,high_school_chemistry,AB,A,A,True,,0.2434239387512207,105,2025-07-20T00:27:04.470989,17,global_facts
19,17,high_school_chemistry,global_facts,BA,B,B,True,,0.50718092918396,106,2025-07-20T00:27:04.978209,17,global_facts
18,19,high_school_biology,high_school_chemistry,AB,A,A,True,,0.20599055290222168,107,2025-07-20T00:27:05.184239,18,high_school_biology
19,18,high_school_chemistry,high_school_biology,BA,B,B,True,,0.5721981525421143,108,2025-07-20T00:27:05.756475,18,high_school_biology
