task_a_id,task_b_id,task_a_subject,task_b_subject,order,choice,raw_response,success,error,response_time,api_call_id,timestamp,winner_id,winner_subject
12,9,conceptual_physics,college_medicine,BA,A,A,True,,0.2510569095611572,136,2025-07-20T02:47:12.612469,12,conceptual_physics
9,13,college_medicine,econometrics,AB,A,A,True,,0.24784374237060547,137,2025-07-20T02:47:12.860348,9,college_medicine
13,9,econometrics,college_medicine,BA,A,A,True,,0.2929401397705078,138,2025-07-20T02:47:13.153324,13,econometrics
9,14,college_medicine,electrical_engineering,AB,A,A,True,,0.27412891387939453,139,2025-07-20T02:47:13.427488,9,college_medicine
14,9,electrical_engineering,college_medicine,BA,B,B,True,,0.2452402114868164,140,2025-07-20T02:47:13.672762,9,college_medicine
10,11,college_physics,computer_security,AB,A,A,True,,0.2947530746459961,141,2025-07-20T02:47:13.967549,10,college_physics
11,10,computer_security,college_physics,BA,A,A,True,,0.23086857795715332,142,2025-07-20T02:47:14.198449,11,computer_security
10,11,college_physics,computer_security,AB,A,A,True,,0.38432931900024414,143,2025-07-20T02:47:14.582805,10,college_physics
11,10,computer_security,college_physics,BA,A,A,True,,0.23096990585327148,144,2025-07-20T02:47:14.813799,11,computer_security
10,12,college_physics,conceptual_physics,AB,B,B,True,,0.23680543899536133,145,2025-07-20T02:47:15.050635,12,conceptual_physics
12,10,conceptual_physics,college_physics,BA,A,A,True,,0.341064453125,146,2025-07-20T02:47:15.391734,12,conceptual_physics
10,12,college_physics,conceptual_physics,AB,A,A,True,,0.192795991897583,147,2025-07-20T02:47:15.584565,10,college_physics
12,10,conceptual_physics,college_physics,BA,A,A,True,,0.2140798568725586,148,2025-07-20T02:47:15.798681,12,conceptual_physics
10,13,college_physics,econometrics,AB,B,B,True,,0.2463395595550537,149,2025-07-20T02:47:16.045057,13,econometrics
13,10,econometrics,college_physics,BA,A,A,True,,0.27402329444885254,150,2025-07-20T02:47:16.319120,13,econometrics
10,14,college_physics,electrical_engineering,AB,A,A,True,,0.23525476455688477,151,2025-07-20T02:47:16.554408,10,college_physics
14,10,electrical_engineering,college_physics,BA,B,B,True,,0.28191661834716797,152,2025-07-20T02:47:16.836351,10,college_physics
10,15,college_physics,elementary_mathematics,AB,B,B,True,,0.23724961280822754,153,2025-07-20T02:47:17.073628,15,elementary_mathematics
15,10,elementary_mathematics,college_physics,BA,A,A,True,,0.265094518661499,154,2025-07-20T02:47:17.338752,15,elementary_mathematics
11,12,computer_security,conceptual_physics,AB,A,A,True,,0.29282355308532715,155,2025-07-20T02:47:17.631610,11,computer_security
12,11,conceptual_physics,computer_security,BA,B,B,True,,0.3324565887451172,156,2025-07-20T02:47:17.964100,11,computer_security
11,12,computer_security,conceptual_physics,AB,A,A,True,,0.2660243511199951,157,2025-07-20T02:47:18.230156,11,computer_security
12,11,conceptual_physics,computer_security,BA,B,B,True,,0.22376036643981934,158,2025-07-20T02:47:18.453952,11,computer_security
11,13,computer_security,econometrics,AB,B,B,True,,0.2710001468658447,159,2025-07-20T02:47:18.724986,13,econometrics
13,11,econometrics,computer_security,BA,A,A,True,,0.2589075565338135,160,2025-07-20T02:47:18.983925,13,econometrics
11,13,computer_security,econometrics,AB,B,B,True,,0.22359871864318848,161,2025-07-20T02:47:19.207555,13,econometrics
13,11,econometrics,computer_security,BA,A,A,True,,0.26081180572509766,162,2025-07-20T02:47:19.468394,13,econometrics
11,14,computer_security,electrical_engineering,AB,A,A,True,,0.37938785552978516,163,2025-07-20T02:47:19.847811,11,computer_security
14,11,electrical_engineering,computer_security,BA,B,B,True,,0.34074997901916504,164,2025-07-20T02:47:20.188596,11,computer_security
11,15,computer_security,elementary_mathematics,AB,A,A,True,,0.29499387741088867,165,2025-07-20T02:47:20.483625,11,computer_security
15,11,elementary_mathematics,computer_security,BA,A,A,True,,0.2993144989013672,166,2025-07-20T02:47:20.782975,15,elementary_mathematics
11,16,computer_security,formal_logic,AB,B,B,True,,0.3749117851257324,167,2025-07-20T02:47:21.157924,16,formal_logic
16,11,formal_logic,computer_security,BA,A,A,True,,0.24573516845703125,168,2025-07-20T02:47:21.403696,16,formal_logic
12,13,conceptual_physics,econometrics,AB,B,B,True,,0.312713623046875,169,2025-07-20T02:47:21.716443,13,econometrics
13,12,econometrics,conceptual_physics,BA,A,A,True,,5.081533193588257,170,2025-07-20T02:47:26.798004,13,econometrics
12,13,conceptual_physics,econometrics,AB,B,B,True,,0.328204870223999,171,2025-07-20T02:47:27.126241,13,econometrics
13,12,econometrics,conceptual_physics,BA,A,A,True,,0.25800514221191406,172,2025-07-20T02:47:27.384273,13,econometrics
12,14,conceptual_physics,electrical_engineering,AB,A,A,True,,0.27815890312194824,173,2025-07-20T02:47:27.662463,12,conceptual_physics
14,12,electrical_engineering,conceptual_physics,BA,B,B,True,,0.3108839988708496,174,2025-07-20T02:47:27.973380,12,conceptual_physics
12,14,conceptual_physics,electrical_engineering,AB,A,A,True,,0.3084878921508789,175,2025-07-20T02:47:28.281900,12,conceptual_physics
14,12,electrical_engineering,conceptual_physics,BA,B,B,True,,0.25441455841064453,176,2025-07-20T02:47:28.536347,12,conceptual_physics
12,15,conceptual_physics,elementary_mathematics,AB,A,A,True,,0.26595067977905273,177,2025-07-20T02:47:28.802332,12,conceptual_physics
15,12,elementary_mathematics,conceptual_physics,BA,A,A,True,,0.2585275173187256,178,2025-07-20T02:47:29.060894,15,elementary_mathematics
12,16,conceptual_physics,formal_logic,AB,A,A,True,,0.28135037422180176,179,2025-07-20T02:47:29.342274,12,conceptual_physics
16,12,formal_logic,conceptual_physics,BA,A,A,True,,0.30921220779418945,180,2025-07-20T02:47:29.651512,16,formal_logic
12,17,conceptual_physics,global_facts,AB,A,A,True,,0.33122992515563965,181,2025-07-20T02:47:29.982770,12,conceptual_physics
17,12,global_facts,conceptual_physics,BA,A,A,True,,0.2750241756439209,182,2025-07-20T02:47:30.257830,17,global_facts
13,14,econometrics,electrical_engineering,AB,A,A,True,,0.28809332847595215,183,2025-07-20T02:47:30.545956,13,econometrics
14,13,electrical_engineering,econometrics,BA,B,B,True,,0.24413681030273438,184,2025-07-20T02:47:30.790125,13,econometrics
13,14,econometrics,electrical_engineering,AB,A,A,True,,0.2744910717010498,185,2025-07-20T02:47:31.064650,13,econometrics
14,13,electrical_engineering,econometrics,BA,B,B,True,,0.24971413612365723,186,2025-07-20T02:47:31.314395,13,econometrics
13,15,econometrics,elementary_mathematics,AB,A,A,True,,0.2841973304748535,187,2025-07-20T02:47:31.598624,13,econometrics
15,13,elementary_mathematics,econometrics,BA,A,A,True,,0.2165374755859375,188,2025-07-20T02:47:31.815190,15,elementary_mathematics
13,15,econometrics,elementary_mathematics,AB,A,A,True,,0.3041706085205078,189,2025-07-20T02:47:32.119387,13,econometrics
15,13,elementary_mathematics,econometrics,BA,A,A,True,,1.9539411067962646,190,2025-07-20T02:47:34.073359,15,elementary_mathematics
13,16,econometrics,formal_logic,AB,A,A,True,,0.29505205154418945,191,2025-07-20T02:47:34.368445,13,econometrics
16,13,formal_logic,econometrics,BA,A,A,True,,0.2663402557373047,192,2025-07-20T02:47:34.634819,16,formal_logic
13,17,econometrics,global_facts,AB,A,A,True,,0.2966916561126709,193,2025-07-20T02:47:34.931542,13,econometrics
17,13,global_facts,econometrics,BA,B,B,True,,0.2333230972290039,194,2025-07-20T02:47:35.164893,13,econometrics
13,18,econometrics,high_school_biology,AB,A,A,True,,0.2840859889984131,195,2025-07-20T02:47:35.449015,13,econometrics
18,13,high_school_biology,econometrics,BA,B,B,True,,0.251924991607666,196,2025-07-20T02:47:35.700977,13,econometrics
14,15,electrical_engineering,elementary_mathematics,AB,B,B,True,,0.22593164443969727,197,2025-07-20T02:47:35.926942,15,elementary_mathematics
15,14,elementary_mathematics,electrical_engineering,BA,A,A,True,,0.25978636741638184,198,2025-07-20T02:47:36.186759,15,elementary_mathematics
14,15,electrical_engineering,elementary_mathematics,AB,B,B,True,,0.355926513671875,199,2025-07-20T02:47:36.542720,15,elementary_mathematics
15,14,elementary_mathematics,electrical_engineering,BA,A,A,True,,0.24800658226013184,200,2025-07-20T02:47:36.790767,15,elementary_mathematics
14,16,electrical_engineering,formal_logic,AB,B,B,True,,0.21468567848205566,201,2025-07-20T02:47:37.005554,16,formal_logic
16,14,formal_logic,electrical_engineering,BA,A,A,True,,0.3150455951690674,202,2025-07-20T02:47:37.320642,16,formal_logic
14,16,electrical_engineering,formal_logic,AB,B,B,True,,0.29634642601013184,203,2025-07-20T02:47:37.617014,16,formal_logic
16,14,formal_logic,electrical_engineering,BA,A,A,True,,0.32102251052856445,204,2025-07-20T02:47:37.938065,16,formal_logic
14,17,electrical_engineering,global_facts,AB,A,A,True,,0.26753807067871094,205,2025-07-20T02:47:38.205637,14,electrical_engineering
17,14,global_facts,electrical_engineering,BA,A,A,True,,0.3387482166290283,206,2025-07-20T02:47:38.544435,17,global_facts
14,18,electrical_engineering,high_school_biology,AB,A,A,True,,0.22764158248901367,207,2025-07-20T02:47:38.772116,14,electrical_engineering
18,14,high_school_biology,electrical_engineering,BA,A,A,True,,0.27294397354125977,208,2025-07-20T02:47:39.045094,18,high_school_biology
14,19,electrical_engineering,high_school_chemistry,AB,A,A,True,,0.2450563907623291,209,2025-07-20T02:47:39.290183,14,electrical_engineering
19,14,high_school_chemistry,electrical_engineering,BA,A,A,True,,0.2903134822845459,210,2025-07-20T02:47:39.580522,19,high_school_chemistry
15,16,elementary_mathematics,formal_logic,AB,A,A,True,,0.3541536331176758,211,2025-07-20T02:47:39.934703,15,elementary_mathematics
16,15,formal_logic,elementary_mathematics,BA,A,A,True,,0.24722647666931152,212,2025-07-20T02:47:40.181956,16,formal_logic
15,16,elementary_mathematics,formal_logic,AB,A,A,True,,0.3675041198730469,213,2025-07-20T02:47:40.549491,15,elementary_mathematics
16,15,formal_logic,elementary_mathematics,BA,A,A,True,,0.23846435546875,214,2025-07-20T02:47:40.787995,16,formal_logic
15,17,elementary_mathematics,global_facts,AB,A,A,True,,0.4485616683959961,215,2025-07-20T02:47:41.236589,15,elementary_mathematics
17,15,global_facts,elementary_mathematics,BA,A,A,True,,0.2064988613128662,216,2025-07-20T02:47:41.443119,17,global_facts
15,17,elementary_mathematics,global_facts,AB,A,A,True,,0.24394011497497559,217,2025-07-20T02:47:41.687086,15,elementary_mathematics
17,15,global_facts,elementary_mathematics,BA,A,A,True,,0.3024253845214844,218,2025-07-20T02:47:41.989541,17,global_facts
15,18,elementary_mathematics,high_school_biology,AB,A,A,True,,0.28424978256225586,219,2025-07-20T02:47:42.273827,15,elementary_mathematics
18,15,high_school_biology,elementary_mathematics,BA,B,B,True,,0.22880053520202637,220,2025-07-20T02:47:42.502660,15,elementary_mathematics
15,19,elementary_mathematics,high_school_chemistry,AB,A,A,True,,0.30680084228515625,221,2025-07-20T02:47:42.809486,15,elementary_mathematics
19,15,high_school_chemistry,elementary_mathematics,BA,B,B,True,,0.2606837749481201,222,2025-07-20T02:47:43.070201,15,elementary_mathematics
